Modelo,FPR,TPR,Threshold
Regresión Logística,0.10306373987557226,0.2033195020746888,0.7477656823531497
Regresión Logística,0.10306373987557226,0.2074688796680498,0.7476004895523394
Regresión Logística,0.10341589388425872,0.2074688796680498,0.7474605663460465
Regresión Logística,0.10341589388425872,0.21161825726141079,0.7474411551884407
Regresión Logística,0.10505927925812888,0.21161825726141079,0.7462962860945807
Regresión Logística,0.10505927925812888,0.2157676348547718,0.746140706440651
Regresión Logística,0.10799389599718277,0.2157676348547718,0.7439509031964833
Regresión Logística,0.10799389599718277,0.21991701244813278,0.7438898784970989
Regresión Logística,0.11116328207536096,0.21991701244813278,0.7419817933878047
Regresión Logística,0.11116328207536096,0.22406639004149378,0.7419609287368383
Regresión Logística,0.11139805141448526,0.22406639004149378,0.7418367498986305
Regresión Logística,0.11139805141448526,0.22821576763485477,0.7417984103973484
Regresión Logística,0.11562389951872286,0.22821576763485477,0.7391320653431485
Regresión Logística,0.11562389951872286,0.23236514522821577,0.738996147544181
Regresión Logística,0.11785420824040381,0.23236514522821577,0.7370963363168163
Regresión Logística,0.11785420824040381,0.23651452282157676,0.7369194928422741
Regresión Logística,0.12067144030989553,0.23651452282157676,0.735131212488303
Regresión Logística,0.12067144030989553,0.24066390041493776,0.735094474685346
Regresión Logística,0.12114097898814415,0.24066390041493776,0.7350007769330454
Regresión Logística,0.12114097898814415,0.24481327800829875,0.7349155520058378
Regresión Logística,0.12254959502289,0.24481327800829875,0.7341404073605227
Regresión Logística,0.12254959502289,0.24896265560165975,0.7341344345498698
Regresión Logística,0.12618851977931683,0.24896265560165975,0.7316490196351613
Regresión Logística,0.12618851977931683,0.25311203319502074,0.7314756423516529
Regresión Logística,0.1304143678835544,0.25311203319502074,0.728797871446564
Regresión Logística,0.1304143678835544,0.2572614107883817,0.7287680251711276
Regresión Logística,0.1310012912313652,0.2572614107883817,0.7279658260161013
Regresión Logística,0.1310012912313652,0.26141078838174275,0.7278299701697739
Regresión Logística,0.13393590797041907,0.26141078838174275,0.7261167898968811
Regresión Logística,0.13393590797041907,0.26556016597510373,0.7261022647935764
Regresión Logística,0.134640215987792,0.26556016597510373,0.72572986432274
Regresión Logística,0.134640215987792,0.2697095435684647,0.7256964056671368
Regresión Logística,0.13628360136166218,0.2697095435684647,0.7247512392805815
Regresión Logística,0.13628360136166218,0.27385892116182575,0.7247291712347392
Regresión Logística,0.1406268341354619,0.27385892116182575,0.7219906035290359
Regresión Logística,0.1406268341354619,0.27800829875518673,0.7219386934873555
Regresión Logística,0.14191806550064562,0.27800829875518673,0.7210089345958913
Regresión Logística,0.14191806550064562,0.2821576763485477,0.7207377563368729
Regresión Logística,0.14285714285714285,0.2821576763485477,0.7199740867639695
Regresión Logística,0.14285714285714285,0.2863070539419087,0.7198263690619089
Regresión Logística,0.14403098955276442,0.2863070539419087,0.7187441437355624
Regresión Logística,0.14403098955276442,0.29045643153526973,0.7185628429206049
Regresión Logística,0.14872637633525063,0.29045643153526973,0.7147722678501378
Regresión Logística,0.14872637633525063,0.2946058091286307,0.7147588099560934
Regresión Logística,0.15013499236999647,0.2946058091286307,0.7140034274715328
Regresión Logística,0.15013499236999647,0.2987551867219917,0.7138942240917878
Regresión Logística,0.15201314708299096,0.2987551867219917,0.7122061844081083
Regresión Logística,0.15201314708299096,0.3029045643153527,0.7121678365297646
Regresión Logística,0.1540086864655476,0.3029045643153527,0.7104831965339983
Regresión Logística,0.1540086864655476,0.3070539419087137,0.7102606252203744
Regresión Logística,0.1595257659349689,0.3070539419087137,0.7076819908138534
Regresión Logística,0.1595257659349689,0.3112033195020747,0.7076741071501711
Regresión Logística,0.1608169973001526,0.3112033195020747,0.7072962258928777
Regresión Logística,0.1608169973001526,0.3153526970954357,0.7072636885623886
Regresión Logística,0.16281253668270923,0.3153526970954357,0.7055259816811618
Regresión Logística,0.16281253668270923,0.31950207468879666,0.7055076291589713
Regresión Logística,0.1631646906913957,0.31950207468879666,0.705494585383784
Regresión Logística,0.1631646906913957,0.3236514522821577,0.7054058808681568
Regresión Logística,0.1697382321868764,0.3236514522821577,0.7002857403651416
Regresión Logística,0.1697382321868764,0.3278008298755187,0.7002572393962405
Regresión Logística,0.1725554642563681,0.3278008298755187,0.6986081995570715
Regresión Logística,0.1725554642563681,0.33195020746887965,0.6985918980761574
Regresión Logística,0.17279023359549242,0.33195020746887965,0.6984577005590613
Regresión Logística,0.17279023359549242,0.3360995850622407,0.6983963043843129
Regresión Logística,0.17302500293461673,0.3360995850622407,0.6983441745547153
Regresión Logística,0.17302500293461673,0.34024896265560167,0.6983059135882081
Regresión Logística,0.17325977227374104,0.34024896265560167,0.697997048151063
Regresión Logística,0.17325977227374104,0.34439834024896265,0.6979773585757821
Regresión Logística,0.17619438901279494,0.34439834024896265,0.6961051368964442
Regresión Logística,0.17619438901279494,0.34854771784232363,0.6960656128146432
Regresión Logística,0.1765465430214814,0.34854771784232363,0.695659913812708
Regresión Logística,0.1765465430214814,0.35269709543568467,0.6956217357019121
Regresión Logística,0.18135931447352976,0.35269709543568467,0.6917654511623865
Regresión Logística,0.18135931447352976,0.35684647302904565,0.6917650461267864
Regresión Logística,0.18147669914309192,0.35684647302904565,0.6916438568351406
Regresión Logística,0.18147669914309192,0.36099585062240663,0.6915841805730285
Regresión Logística,0.1827679305082756,0.36099585062240663,0.6905111553513342
Regresión Logística,0.1827679305082756,0.3651452282157676,0.6904688761477797
Regresión Logística,0.18323746918652423,0.3651452282157676,0.6903329556284293
Regresión Logística,0.18323746918652423,0.36929460580912865,0.6903181622851529
Regresión Logística,0.1846460852212701,0.36929460580912865,0.6890098106526046
Regresión Logística,0.1846460852212701,0.37344398340248963,0.6887728571008511
Regresión Logística,0.18628947059514028,0.37344398340248963,0.6879087087264151
Regresión Logística,0.18628947059514028,0.3775933609958506,0.6877124121509474
Regresión Logística,0.1865242399342646,0.3775933609958506,0.6876383300399667
Regresión Logística,0.1865242399342646,0.3817427385892116,0.6876346996784471
Regresión Logística,0.18687639394295105,0.3817427385892116,0.6873517415708562
Regresión Logística,0.18687639394295105,0.38589211618257263,0.6873405204927919
Regresión Logística,0.1886371639863834,0.38589211618257263,0.6862847286598721
Regresión Logística,0.1886371639863834,0.3900414937759336,0.6862411741788249
Regresión Logística,0.18957624134288062,0.3900414937759336,0.6854459271438103
Regresión Logística,0.18957624134288062,0.3941908713692946,0.6854416860836247
Regresión Logística,0.19028054936025354,0.3941908713692946,0.6849199496283016
Regresión Logística,0.19028054936025354,0.3983402489626556,0.684831629066342
Regresión Logística,0.19380208944711821,0.3983402489626556,0.68280480534386
Regresión Logística,0.19380208944711821,0.4024896265560166,0.6827860800109937
Regresión Logística,0.19474116680361545,0.4024896265560166,0.6818968055710787
Regresión Logística,0.19474116680361545,0.4066390041493776,0.6818290560766501
Regresión Logística,0.19544547482098837,0.4066390041493776,0.6816534033085261
Regresión Logística,0.19544547482098837,0.4107883817427386,0.681616009781013
Regresión Logística,0.19614978283836132,0.4107883817427386,0.681320184628938
Regresión Logística,0.19614978283836132,0.4149377593360996,0.6812092726517529
Regresión Logística,0.19626716750792347,0.4149377593360996,0.6808775031213423
Regresión Logística,0.19626716750792347,0.4190871369294606,0.6807956760332502
Regresión Logística,0.19849747622960442,0.4190871369294606,0.6793024186377721
Regresión Logística,0.19849747622960442,0.42323651452282157,0.6792797749882231
Regresión Logística,0.19943655358610166,0.42323651452282157,0.6787594566193613
Regresión Logística,0.19943655358610166,0.42738589211618255,0.678712001310666
Regresión Logística,0.2031928630120906,0.42738589211618255,0.675985193091358
Regresión Logística,0.2031928630120906,0.4315352697095436,0.6758474246438274
Regresión Logística,0.20847517314238762,0.4315352697095436,0.6730574995385308
Regresión Logística,0.20847517314238762,0.43568464730290457,0.6728620088296161
Regresión Logística,0.20906209649019838,0.43568464730290457,0.672336227685546
Regresión Logística,0.20906209649019838,0.43983402489626555,0.6722421385618044
Regresión Logística,0.21058809719450639,0.43983402489626555,0.671303749321983
Regresión Logística,0.21058809719450639,0.44398340248962653,0.6712301926059261
Regresión Logística,0.21129240521187934,0.44398340248962653,0.6705122240346022
Regresión Logística,0.21129240521187934,0.44813278008298757,0.6703615400782923
Regresión Logística,0.2116445592205658,0.44813278008298757,0.6700672054214937
Regresión Logística,0.2116445592205658,0.45228215767634855,0.6700316443007113
Regresión Logística,0.21270102124662518,0.45228215767634855,0.6694373022245113
Regresión Logística,0.21270102124662518,0.45643153526970953,0.6693975696287949
Regresión Logística,0.21340532926399813,0.45643153526970953,0.6690461387962227
Regresión Logística,0.21340532926399813,0.4605809128630705,0.6689082358681591
Regresión Logística,0.2155182533161169,0.4605809128630705,0.6669859893660206
Regresión Logística,0.2155182533161169,0.46473029045643155,0.6669737207551075
Regresión Logística,0.2173964080291114,0.46473029045643155,0.6656220166296488
Regresión Logística,0.2173964080291114,0.46887966804979253,0.6653934018809422
Regresión Logística,0.21986148608991665,0.46887966804979253,0.663842422537971
Regresión Logística,0.21986148608991665,0.4730290456431535,0.6638222565803684
Regresión Logística,0.22091794811597606,0.4730290456431535,0.6624967516029064
Regresión Logística,0.22091794811597606,0.47717842323651455,0.6620339352994463
Regresión Logística,0.22103533278553822,0.47717842323651455,0.6619097223494244
Regresión Logística,0.22103533278553822,0.48132780082987553,0.661654265135459
Regresión Logística,0.22197441014203545,0.48132780082987553,0.6610655645726414
Regresión Logística,0.22197441014203545,0.4854771784232365,0.6609559934191798
Regresión Logística,0.2223265641507219,0.4854771784232365,0.6602114373957757
Regresión Logística,0.2223265641507219,0.49377593360995853,0.660089292595287
Regresión Logística,0.22326564150721917,0.49377593360995853,0.6593946362222084
Regresión Logística,0.22326564150721917,0.4979253112033195,0.6593727912995302
Regresión Logística,0.22350041084634348,0.4979253112033195,0.6590813203395065
Regresión Logística,0.22350041084634348,0.5020746887966805,0.6590151821652798
Regresión Logística,0.22361779551590563,0.5020746887966805,0.6589696207036277
Regresión Logística,0.22361779551590563,0.5062240663900415,0.658950946449975
Regresión Logística,0.22502641155065148,0.5062240663900415,0.6580752954809015
Regresión Logística,0.22502641155065148,0.5103734439834025,0.6578997787603525
Regresión Logística,0.22537856555933794,0.5103734439834025,0.6576500124859864
Regresión Logística,0.22537856555933794,0.5145228215767634,0.6576261225358472
Regresión Logística,0.22878272097664046,0.5145228215767634,0.6560047034006063
Regresión Logística,0.22878272097664046,0.5186721991701245,0.6559691702422156
Regresión Logística,0.23289118441131587,0.5186721991701245,0.6524056731697503
Regresión Logística,0.23289118441131587,0.5228215767634855,0.6523969183742679
Regresión Logística,0.23535626247212113,0.5228215767634855,0.6506219480265975
Regresión Logística,0.23535626247212113,0.5269709543568465,0.6505167149753529
Regresión Logística,0.2365301091677427,0.5269709543568465,0.6494534980239595
Regresión Logística,0.2365301091677427,0.5311203319502075,0.6491901259419787
Regresión Logística,0.23934734123723442,0.5311203319502075,0.647715194719335
Regresión Logística,0.23934734123723442,0.5352697095435685,0.6477139324674118
Regresión Logística,0.23958211057635873,0.5352697095435685,0.6472676938374
Regresión Logística,0.23958211057635873,0.5435684647302904,0.6469665957042109
Regresión Logística,0.2404038032632938,0.5435684647302904,0.6459745890910149
Regresión Logística,0.2404038032632938,0.5518672199170125,0.6458105994905352
Regresión Logística,0.2412254959502289,0.5518672199170125,0.6453686858756339
Regresión Logística,0.2412254959502289,0.5560165975103735,0.6452958165064874
Regresión Logística,0.24169503462847752,0.5560165975103735,0.6450591615445601
Regresión Logística,0.24169503462847752,0.5601659751037344,0.6449754300216255
Regresión Logística,0.24732949876746096,0.5601659751037344,0.6402744288283959
Regresión Logística,0.24732949876746096,0.5643153526970954,0.6402691612232779
Regresión Logística,0.2528465782368823,0.5643153526970954,0.635533994924253
Regresión Logística,0.2528465782368823,0.5684647302904564,0.6354914903934799
Regresión Logística,0.25366827092381733,0.5684647302904564,0.6349883300643753
Regresión Logística,0.25366827092381733,0.5726141078838174,0.6349531597410515
Regresión Logística,0.25519427162812536,0.5726141078838174,0.6340347591945674
Regresión Logística,0.25519427162812536,0.5767634854771784,0.6338592611456733
Regresión Logística,0.2564855029933091,0.5767634854771784,0.6331157434451953
Regresión Logística,0.2564855029933091,0.5809128630705395,0.633019066887684
Regresión Logística,0.2569550416715577,0.5809128630705395,0.6327690049252783
Regresión Logística,0.2569550416715577,0.5850622406639004,0.6326780054955387
Regresión Logística,0.257189811010682,0.5850622406639004,0.6326407703496155
Regresión Logística,0.257189811010682,0.5892116182572614,0.6325570008602409
Regresión Logística,0.2614156591149196,0.5892116182572614,0.629405139221694
Regresión Logística,0.2614156591149196,0.5975103734439834,0.6291706671868755
Regresión Logística,0.263998121845287,0.5975103734439834,0.6268758737418221
Regresión Logística,0.263998121845287,0.6016597510373444,0.6267157897223918
Regresión Logística,0.2669327385843409,0.6016597510373444,0.6250970582461092
Regresión Logística,0.2669327385843409,0.6058091286307054,0.6250742536330205
Regresión Logística,0.26705012325390304,0.6058091286307054,0.6246209301746242
Regresión Logística,0.26705012325390304,0.6099585062240664,0.6245284561932573
Regresión Logística,0.2684587392886489,0.6099585062240664,0.6236557193220086
Regresión Logística,0.2684587392886489,0.6141078838174274,0.6236141580457077
Regresión Logística,0.27198027937551356,0.6141078838174274,0.6201822637178395
Regresión Logística,0.27198027937551356,0.6182572614107884,0.6200232419092095
Regresión Logística,0.2733888954102594,0.6182572614107884,0.6175797634370471
Regresión Logística,0.2733888954102594,0.6224066390041494,0.6175711845495189
Regresión Logística,0.27608874281018897,0.6224066390041494,0.6156926514316808
Regresión Logística,0.27608874281018897,0.6265560165975104,0.6155882202927391
Regresión Logística,0.27855382087099423,0.6265560165975104,0.6135590676857526
Regresión Logística,0.27855382087099423,0.6307053941908713,0.6133050575179407
Regresión Logística,0.27878859021011854,0.6307053941908713,0.6132088395146125
Regresión Logística,0.27878859021011854,0.6348547717842323,0.6131037380207999
Regresión Logística,0.2789059748796807,0.6348547717842323,0.6130611633052092
Regresión Logística,0.2789059748796807,0.6390041493775933,0.6128924247306637
Regresión Logística,0.2810188989317995,0.6390041493775933,0.6115582165212933
Regresión Logística,0.2810188989317995,0.6431535269709544,0.6114237126562029
Regresión Logística,0.2818405916187346,0.6431535269709544,0.6104937960962886
Regresión Logística,0.2818405916187346,0.6473029045643154,0.6102165031681032
Regresión Logística,0.2827796689752318,0.6473029045643154,0.6093771235657975
Regresión Logística,0.2827796689752318,0.6514522821576764,0.6092336205750079
Regresión Logística,0.28841413311421527,0.6514522821576764,0.6045364722387516
Regresión Logística,0.28841413311421527,0.6556016597510373,0.6044566865999809
Regresión Logística,0.289705364479399,0.6556016597510373,0.6036110682224604
Regresión Logística,0.289705364479399,0.6597510373443983,0.6035005006187362
Regresión Logística,0.29287475055757717,0.6597510373443983,0.6007936545239214
Regresión Logística,0.29287475055757717,0.6639004149377593,0.6004298697911015
Regresión Logística,0.2990961380443714,0.6639004149377593,0.5959528634429833
Regresión Logística,0.2990961380443714,0.6721991701244814,0.5958051832569109
Regresión Logística,0.2996830613921822,0.6721991701244814,0.595412131577539
Regresión Logística,0.2996830613921822,0.6763485477178424,0.5952012033781773
Regresión Logística,0.30214813945298746,0.6763485477178424,0.5937644860369176
Regresión Logística,0.30214813945298746,0.6887966804979253,0.5933167934613025
Regresión Logística,0.30238290879211177,0.6887966804979253,0.593231126859845
Regresión Logística,0.30238290879211177,0.6929460580912863,0.5929692768478854
Regresión Logística,0.303321986148609,0.6929460580912863,0.5915499784968027
Regresión Logística,0.303321986148609,0.6970954356846473,0.5913665400607753
Regresión Logística,0.3062566028876629,0.6970954356846473,0.5884352416100965
Regresión Logística,0.3062566028876629,0.7012448132780082,0.5879034192383528
Regresión Logística,0.3075478342528466,0.7012448132780082,0.5863128598868945
Regresión Logística,0.3075478342528466,0.7053941908713693,0.5863100659393049
Regresión Logística,0.30919121962671675,0.7053941908713693,0.5847742929579178
Regresión Logística,0.30919121962671675,0.7095435684647303,0.5846271616184143
Regresión Logística,0.30954337363540324,0.7095435684647303,0.5843722455536432
Regresión Logística,0.30954337363540324,0.7136929460580913,0.5842873384730911
Regresión Logística,0.3127127597135814,0.7136929460580913,0.5816459281618457
Regresión Logística,0.3127127597135814,0.7178423236514523,0.5812350351583582
Regresión Logística,0.31329968306139216,0.7178423236514523,0.5805508806566019
Regresión Logística,0.31329968306139216,0.7261410788381742,0.5804463193124904
Regresión Logística,0.3171733771569433,0.7261410788381742,0.576001657831025
Regresión Logística,0.3171733771569433,0.7302904564315352,0.5757965655310201
Regresión Logística,0.3191689165394999,0.7302904564315352,0.573143550042684
Regresión Logística,0.3191689165394999,0.7344398340248963,0.5731000076978445
Regresión Logística,0.3197558398873107,0.7344398340248963,0.5722207041336458
Regresión Logística,0.3197558398873107,0.7385892116182573,0.571851729191961
Regresión Logística,0.32116445592205656,0.7385892116182573,0.5694914415340617
Regresión Logística,0.32116445592205656,0.7427385892116183,0.5693606416440634
Regresión Logística,0.3235121493132997,0.7427385892116183,0.5674099510168105
Regresión Logística,0.3235121493132997,0.7468879668049793,0.5672961648571012
Regresión Logística,0.32409907266111043,0.7468879668049793,0.5669339032710998
Regresión Logística,0.32409907266111043,0.7510373443983402,0.5668566327801787
Regresión Logística,0.3242164573306726,0.7510373443983402,0.5668474362389829
Regresión Logística,0.3242164573306726,0.7551867219917012,0.566498086051773
Regresión Logística,0.3250381500176077,0.7551867219917012,0.5655711713682204
Regresión Logística,0.3250381500176077,0.7593360995850622,0.5653667308157447
Regresión Logística,0.32562507336541846,0.7593360995850622,0.564437738501187
Regresión Logística,0.32562507336541846,0.7634854771784232,0.5643423589265797
Regresión Logística,0.3289118441131588,0.7634854771784232,0.5613537215485719
Regresión Logística,0.3289118441131588,0.7676348547717843,0.5610038414620635
Regresión Logística,0.33067261415659116,0.7676348547717843,0.5593473542570135
Regresión Logística,0.33067261415659116,0.7717842323651453,0.5592575440587242
Regresión Logística,0.3313769221739641,0.7717842323651453,0.558099798077041
Regresión Logística,0.3313769221739641,0.7759336099585062,0.5580409990717716
Regresión Logística,0.3326681535391478,0.7759336099585062,0.5570943608101573
Regresión Logística,0.3326681535391478,0.7800829875518672,0.5570854547123165
Regresión Logística,0.33384200023476934,0.7800829875518672,0.5558986778403664
Regresión Logística,0.33384200023476934,0.7842323651452282,0.5558949032101171
Regresión Logística,0.34299800446061746,0.7842323651452282,0.5423616847021376
Regresión Logística,0.34299800446061746,0.7883817427385892,0.5420213571717666
Regresión Logística,0.3435849278084282,0.7883817427385892,0.5409531119798882
Regresión Logística,0.3435849278084282,0.7966804979253111,0.5406403609745737
Regresión Logística,0.3452283131822984,0.7966804979253111,0.5386418836377668
Regresión Logística,0.3452283131822984,0.8049792531120332,0.5382580328205417
Regresión Logística,0.34745862190397936,0.8049792531120332,0.5343340321950624
Regresión Logística,0.34745862190397936,0.8091286307053942,0.5342753798362926
Regresión Logística,0.34898462260828733,0.8091286307053942,0.5319103653057092
Regresión Logística,0.34898462260828733,0.8132780082987552,0.5316612102744538
Regresión Logística,0.34957154595609813,0.8132780082987552,0.5310046307589436
Regresión Logística,0.34957154595609813,0.8174273858921162,0.5308276309281639
Regresión Logística,0.35051062331259536,0.8174273858921162,0.5290569332337576
Regresión Logística,0.35051062331259536,0.8215767634854771,0.5287467286607125
Regresión Logística,0.3564972414602653,0.8215767634854771,0.519725869039816
Regresión Logística,0.3564972414602653,0.8257261410788381,0.5193623795121199
Regresión Logística,0.3590797041906327,0.8257261410788381,0.5152481728019239
Regresión Logística,0.3590797041906327,0.8298755186721992,0.5151948285396427
Regresión Logística,0.3604883202253786,0.8298755186721992,0.5129595266902719
Regresión Logística,0.3604883202253786,0.8340248962655602,0.5127192011856986
Regresión Logística,0.36283601361662166,0.8340248962655602,0.5087090987358858
Regresión Logística,0.36283601361662166,0.8381742738589212,0.5084813721534289
Regresión Logística,0.36577063035567553,0.8381742738589212,0.5003503887890487
Regresión Logística,0.36577063035567553,0.8423236514522822,0.5000575490898485
Regresión Logística,0.3688226317642916,0.8423236514522822,0.49624573434105285
Regresión Logística,0.3688226317642916,0.8464730290456431,0.4962345269226158
Regresión Logística,0.3699964784599131,0.8464730290456431,0.49475034990756805
Regresión Logística,0.3699964784599131,0.8506224066390041,0.4945594857897919
Regresión Logística,0.37152247916422115,0.8506224066390041,0.4918329536428172
Regresión Logística,0.37152247916422115,0.8547717842323651,0.4910170812341728
Regresión Logística,0.37199201784246977,0.8547717842323651,0.49001919574945607
Regresión Logística,0.37199201784246977,0.8589211618257261,0.4899892037123141
Regresión Logística,0.3722267871815941,0.8589211618257261,0.4899109621182817
Regresión Logística,0.3722267871815941,0.8630705394190872,0.4893740043634517
Regresión Logística,0.37469186524239934,0.8630705394190872,0.4868480657208714
Regresión Logística,0.37469186524239934,0.8672199170124482,0.4865054449596093
Regresión Logística,0.37563094259889657,0.8672199170124482,0.4851525726514037
Regresión Logística,0.37563094259889657,0.8755186721991701,0.4848126602508321
Regresión Logística,0.3773917126423289,0.8755186721991701,0.48091438178176543
Regresión Logística,0.3773917126423289,0.8796680497925311,0.48065710313334925
Regresión Logística,0.37950463669444773,0.8796680497925311,0.47593451801395287
Regresión Logística,0.37950463669444773,0.8838174273858921,0.47495917143922584
Regresión Logística,0.3816175607465665,0.8838174273858921,0.4697639632068439
Regresión Logística,0.3816175607465665,0.8921161825726142,0.4688876989735771
Regresión Logística,0.3822044840943773,0.8921161825726142,0.4670933727534903
